__time,/collect_data/distance,/collect_data/velocity
1693884080,279.000628,-0.00006
1693884080,279.000628,-0.000021
1693884080,278.999963,-0.001101
1693884080,279.000057,-0.000398
1693884080,279.000273,-0.000062
1693884080,279.000365,0.000024
1693884080,279.000365,0.000031
1693884080,279.000365,0.000022
1693884080,279.000365,0.000013
1693884080,279.000365,0.000008
1693884080,279.000365,0
1693884081,279.000365,0
1693884081,279.000365,0
1693884081,279.000365,0
1693884081,279.000365,0
1693884081,279.000365,0
1693884081,279.000365,0
1693884081,279.000365,0
1693884081,279.000365,0
1693884081,279.000365,0
1693884081,279.000365,0
1693884081,279.000365,0
1693884081,279.000365,0
1693884082,279.000365,0
1693884082,279.000365,0
1693884082,279.000365,0
1693884082,279.000365,0
1693884082,279.000365,0
1693884082,279.000365,0
1693884082,279.000365,0
1693884082,279.000365,0
1693884082,279.000365,0
1693884082,279.000365,0
1693884082,279.000365,0
1693884082,279.000365,0
1693884083,279.000365,0
1693884083,279.000365,0
1693884083,278.99935,-0.021829
1693884083,278.998581,0.000006
1693884083,278.998581,0.000001
1693884083,278.998581,0
1693884083,278.998581,0
1693884083,278.998581,0
1693884083,278.998581,0
1693884083,278.998581,0
1693884084,278.998581,0
1693884084,278.998581,0
1693884084,278.998581,0
1693884084,278.998581,0
1693884084,278.998581,0
1693884084,278.998581,0
1693884084,278.998581,0
1693884084,278.998581,0
1693884084,278.998581,0
1693884084,278.998581,0
1693884084,278.998581,0
1693884085,278.998581,0
1693884085,278.998581,0
1693884085,278.998581,0
1693884085,278.998581,0
1693884085,278.997597,0.073312
1693884085,278.995629,0.067403
1693884085,278.994092,0.063798
1693884085,278.99274,0.063356
1693884085,278.989941,0.097127
1693884085,278.974782,0.229792
1693884086,278.944007,0.413684
1693884086,278.890024,0.704768
1693884086,278.810278,0.959502
1693884086,278.704729,1.192167
1693884086,278.571063,1.49575
1693884086,278.410143,1.759129
1693884086,278.226007,1.976647
1693884086,278.023601,2.141206
1693884086,277.806761,2.278936
1693884086,277.577423,2.404067
1693884086,277.33624,2.520205
1693884087,277.084621,2.621566
1693884087,276.823187,2.723478
1693884087,276.550835,2.845347
1693884087,276.266004,2.976976
1693884087,275.968602,3.115355
1693884087,275.656853,3.269381
1693884087,275.329597,3.429861
1693884087,274.986527,3.593623
1693884087,274.627539,3.759949
1693884087,274.252547,3.924053
1693884088,273.862112,4.080515
1693884088,273.457067,4.224691
1693884088,273.038581,4.356709
1693884088,272.607791,4.47951
1693884088,272.165429,4.594158
1693884088,271.71227,4.701187
1693884088,271.248993,4.80113
1693884088,270.776184,4.893321
1693884088,270.294553,4.980243
1693884088,269.804499,5.065411
1693884089,269.312912,5.021399
1693884089,268.820839,5.004205
1693884089,268.328371,5.016143
1693884089,267.832965,5.050843
1693884089,267.341294,5.000315
1693884089,266.842221,5.112401
1693884089,266.342538,5.088706
1693884089,265.842518,5.104376
1693884089,265.339254,5.145383
1693884089,264.830607,5.204504
1693884089,264.315017,5.279031
1693884090,263.791045,5.365178
1693884090,263.257896,5.460625
1693884090,262.714593,5.564979
1693884090,262.160341,5.676054
1693884090,261.594565,5.790699
1693884090,261.016989,5.908796
1693884090,260.427309,6.030136
1693884090,259.825173,6.154886
1693884090,259.210275,6.280926
1693884090,258.582647,6.406901
1693884091,257.942367,6.532181
1693884091,257.289434,6.655898
1693884091,256.624156,6.776307
1693884091,255.946881,6.893315
1693884091,255.257917,7.006664
1693884091,254.557721,7.114326
1693884091,253.846812,7.217744
1693884091,253.12551,7.317814
1693884091,252.39412,7.415155
1693884091,251.652855,7.50995
1693884091,250.902017,7.602125
1693884092,250.141882,7.691079
1693884092,249.372797,7.77703
1693884092,248.594976,7.861249
1693884092,247.808461,7.944487
1693884092,247.013343,8.027268
1693884092,246.209695,8.10944
1693884092,245.39753,8.191157
1693884092,244.576967,8.272039
1693884092,243.748034,8.352664
1693884092,242.910698,8.434051
1693884092,242.064926,8.516526
1693884093,241.210608,8.599725
1693884093,240.347712,8.682968
1693884093,239.47628,8.766933
1693884093,238.596127,8.852213
1693884093,237.707222,8.938365
1693884093,236.80953,9.024313
1693884093,235.903035,9.110063
1693884093,234.987735,9.197493
1693884093,234.063414,9.286677
1693884093,233.12998,9.377016
1693884094,232.187339,9.468235
1693884094,231.235458,9.559731
1693884094,230.274306,9.651495
1693884094,229.303853,9.744228
1693884094,228.323989,9.83768
1693884094,227.334698,9.931084
1693884094,226.336012,10.023751
1693884094,225.328097,10.115957
1693884094,224.310863,10.208932
1693884094,223.284293,10.302409
1693884094,222.248326,10.396235
1693884094,221.202964,10.490078
1693884095,220.148237,10.583248
1693884095,219.084235,10.676044
1693884095,218.01096,10.768645
1693884095,216.928457,10.860964
1693884095,215.836821,10.952053
1693884095,214.736118,11.042281
1693884095,213.626363,11.132801
1693884095,212.507572,11.223652
1693884095,211.379715,11.314558
1693884095,210.242777,11.405238
1693884096,209.096791,11.495761
1693884096,207.941772,11.586473
1693884096,206.777676,11.677227
1693884096,205.604518,11.767913
1693884096,204.422311,11.858477
1693884096,203.231055,11.94935
1693884096,202.030723,12.0399
1693884096,200.82139,12.130127
1693884096,199.603102,12.219286
1693884096,198.376025,12.306213
1693884096,197.140465,12.389245
1693884097,195.896802,12.468069
1693884097,194.645557,12.542062
1693884097,193.387266,12.610115
1693884097,192.122461,12.672943
1693884097,190.851782,12.728366
1693884097,189.575899,12.777603
1693884097,188.295439,12.821073
1693884097,187.011012,12.857256
1693884097,185.723335,12.886662
1693884097,184.433092,12.909945
1693884097,183.140741,12.92853
1693884098,181.846862,12.941462
1693884098,180.552021,12.948514
1693884098,179.256752,12.951018
1693884098,177.961407,12.949298
1693884098,176.66658,12.942327
1693884098,175.372684,12.93084
1693884098,174.080073,12.916194
1693884098,172.789142,12.898355
1693884098,171.500092,12.878055
1693884098,170.213226,12.855865
1693884099,168.928634,12.831986
1693884099,167.646515,12.807041
1693884099,166.366914,12.781718
1693884099,165.089832,12.756253
1693884099,163.815302,12.730818
1693884099,162.543292,12.705541
1693884099,161.273801,12.680337
1693884099,160.006844,12.655281
1693884099,158.742343,12.630437
1693884099,157.480346,12.605673
1693884099,156.22082,12.581063
1693884100,154.963736,12.556647
1693884100,153.709093,12.532361
1693884100,152.456846,12.508221
1693884100,151.206995,12.4843
1693884100,149.959537,12.460536
1693884100,148.714441,12.436882
1693884100,147.471692,12.413393
1693884100,146.231289,12.390003
1693884100,144.993202,12.366718
1693884100,143.757431,12.343579
1693884100,142.523978,12.32063
1693884101,141.292798,12.297774
1693884101,140.063907,12.275049
1693884101,138.837258,12.252488
1693884101,137.612868,12.23005
1693884101,136.390706,12.207747
1693884101,135.170771,12.185598
1693884101,133.95305,12.163547
1693884101,132.746404,12.141569
1693884101,131.62874,12.119761
1693884101,130.673045,12.098192
1693884101,129.570021,12.076752
1693884102,128.598674,12.055408
1693884102,127.658698,12.034157
1693884102,126.747881,12.013037
1693884102,125.863516,11.992036
1693884102,125.00699,11.971118
1693884102,124.17897,11.950344
1693884102,123.379502,11.929658
1693884102,122.608067,11.909142
1693884102,122.096546,11.888734
1693884102,121.147001,11.868408
1693884102,120.456501,11.848208
1693884103,119.786537,11.8281
1693884103,119.117679,11.808095
1693884103,118.459212,11.788243
1693884103,117.818919,11.768472
1693884103,117.20126,11.748812
1693884103,116.608498,11.729245
1693884103,116.041685,11.709795
1693884103,115.501206,11.690467
1693884103,114.987142,11.671227
1693884103,114.499361,11.652096
1693884103,114.037707,11.633103
1693884103,113.601951,11.61419
1693884104,113.191897,11.595399
1693884104,112.807279,11.576705
1693884104,112.447857,11.558136
1693884104,112.113364,11.539592
1693884104,111.803577,11.521148
1693884104,111.959675,11.502856
1693884104,111.257073,11.484633
1693884104,111.01987,11.46649
1693884104,110.806353,11.448428
1693884104,110.616286,11.43047
1693884104,110.944101,11.412621
1693884105,110.297192,11.394887
1693884105,110.128185,11.377277
1693884105,109.924066,11.359738
1693884105,109.677128,11.342326
1693884105,109.384841,11.325022
1693884105,109.046901,11.307818
1693884105,108.663999,11.290677
1693884105,108.237238,11.273636
1693884105,107.767947,11.256611
1693884105,107.257558,11.239676
1693884105,106.671995,11.222878
1693884105,105.840974,11.206205
1693884106,104.767522,11.189529
1693884106,103.64971,11.172937
1693884106,102.532982,11.156448
1693884106,101.418185,11.127864
1693884106,100.313707,10.945914
1693884106,99.233792,10.660817
1693884106,98.184711,10.337871
1693884106,97.168525,10.004786
1693884106,96.185547,9.672874
1693884106,95.235436,9.346552
1693884106,94.31751,9.027413
1693884107,93.431037,8.715906
1693884107,92.575253,8.412022
1693884107,91.7494,8.11558
1693884107,90.952768,7.826339
1693884107,90.184635,7.544039
1693884107,89.444335,7.268438
1693884107,88.731204,6.999306
1693884107,88.044596,6.736436
1693884107,87.383917,6.479654
1693884107,86.748565,6.228801
1693884107,86.137928,5.983761
1693884107,85.551526,5.742548
1693884107,84.989119,5.501262
1693884108,84.451274,5.252414
1693884108,83.938192,5.002669
1693884108,83.44638,4.839696
1693884108,82.973806,4.628008
1693884108,82.523484,4.400703
1693884108,82.095867,4.175072
1693884108,81.690715,3.951377
1693884108,81.307718,3.731009
1693884108,80.946707,3.511909
1693884108,80.60742,3.294291
1693884108,80.290186,3.0733
1693884108,79.995242,2.848754
1693884109,79.722591,2.625598
1693884109,79.472321,2.402288
1693884109,79.244733,2.173081
1693884109,79.039798,1.94908
1693884109,78.918901,0.146914
1693884109,78.918917,-0.000223
1693884109,78.918688,-0.000215
1693884109,78.918512,-0.000131
1693884109,78.918409,-0.000073
1693884109,78.918409,0
1693884109,78.918409,0
1693884109,78.918409,0
1693884110,78.918409,0
1693884110,78.918409,0
1693884110,78.918409,0
1693884110,78.918409,0
1693884110,78.918409,0
1693884110,78.918409,0
1693884110,78.918409,0
1693884110,78.918409,0
1693884110,78.918409,0
1693884110,78.918409,0
1693884110,78.918409,0
1693884110,78.918409,0
1693884111,78.918409,0
1693884111,78.918409,0
1693884111,78.918409,0
1693884111,78.918409,0
1693884111,78.918409,0
1693884111,78.918409,0
1693884111,78.918409,0
1693884111,78.918409,0
1693884111,78.918409,0
1693884111,78.918409,0
1693884111,78.918409,0